"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles"
"219","Premier League","2022-10-22","Premier League (Matchweek 13)","Chelsea","3-4-3",1,1.1,"Jorginho (P) · 87&rsquor;","1","0","Manchester United","4-1-4-1",1,0.8,"Casemiro · 90+4&rsquor;","4","0","https://fbref.com/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League","Chelsea","Home",990,1,0,1,1,5,1,1,0,558,11,11,8,1.1,0.3,0.2,7,2,344,460,74.8,28,4,19
"220","Premier League","2022-10-22","Premier League (Matchweek 13)","Chelsea","3-4-3",1,1.1,"Jorginho (P) · 87&rsquor;","1","0","Manchester United","4-1-4-1",1,0.8,"Casemiro · 90+4&rsquor;","4","0","https://fbref.com/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League","Manchester United","Away",990,1,1,0,0,13,6,4,0,609,18,12,8,0.8,0.8,0.8,26,2,390,505,77.2,32,4,13
"221","Premier League","2022-10-23","Premier League (Matchweek 13)","Aston Villa","4-2-3-1",4,2.8,"Leon Bailey · 2&rsquor; Danny Ings · 7&rsquor; Danny Ings (P) · 14&rsquor; Ollie Watkins · 59&rsquor;","1","0","Brentford","3-5-2",0,0.9,"","0","0","https://fbref.com/en/matches/7764ca02/Aston-Villa-Brentford-October-23-2022-Premier-League","Aston Villa","Home",990,4,2,1,1,18,10,1,0,491,20,12,15,2.9,2.1,1.5,32,7,270,364,74.2,21,4,12
"222","Premier League","2022-10-23","Premier League (Matchweek 13)","Aston Villa","4-2-3-1",4,2.8,"Leon Bailey · 2&rsquor; Danny Ings · 7&rsquor; Danny Ings (P) · 14&rsquor; Ollie Watkins · 59&rsquor;","1","0","Brentford","3-5-2",0,0.9,"","0","0","https://fbref.com/en/matches/7764ca02/Aston-Villa-Brentford-October-23-2022-Premier-League","Brentford","Away",990,0,0,0,0,12,3,0,0,555,20,8,10,1,1,0.7,22,0,331,452,73.2,29,5,15
"223","Premier League","2022-10-23","Premier League (Matchweek 13)","Wolverhampton Wanderers","4-2-3-1",0,2.1,"","2","0","Leicester City","4-1-4-1",4,0.9,"Youri Tielemans · 8&rsquor; Harvey Barnes · 19&rsquor; James Maddison · 65&rsquor; Jamie Vardy · 79&rsquor;","1","0","https://fbref.com/en/matches/8774e664/Wolverhampton-Wanderers-Leicester-City-October-23-2022-Premier-League","Wolverhampton Wanderers","Home",990,0,0,0,0,21,5,2,0,687,11,7,11,2.1,2.1,1.9,37,0,495,589,84,37,6,22
"224","Premier League","2022-10-23","Premier League (Matchweek 13)","Wolverhampton Wanderers","4-2-3-1",0,2.1,"","2","0","Leicester City","4-1-4-1",4,0.9,"Youri Tielemans · 8&rsquor; Harvey Barnes · 19&rsquor; James Maddison · 65&rsquor; Jamie Vardy · 79&rsquor;","1","0","https://fbref.com/en/matches/8774e664/Wolverhampton-Wanderers-Leicester-City-October-23-2022-Premier-League","Leicester City","Away",990,4,3,0,0,5,4,1,0,486,23,8,20,0.9,0.9,0.9,8,6,282,388,72.7,19,1,5
"225","Premier League","2022-10-23","Premier League (Matchweek 13)","Leeds United","4-2-3-1",2,1.6,"Rodrigo · 20&rsquor; Crysencio Summerville · 90+1&rsquor;","1","0","Fulham","4-2-3-1",3,1.8,"Aleksandar Mitrovic · 26&rsquor; Bobby Reid · 74&rsquor; Willian · 84&rsquor;","1","0","https://fbref.com/en/matches/d7b30e2b/Leeds-United-Fulham-October-23-2022-Premier-League","Leeds United","Home",990,2,1,0,0,14,5,1,0,655,22,12,14,1.7,1.7,1.3,24,3,422,534,79,41,4,15
"226","Premier League","2022-10-23","Premier League (Matchweek 13)","Leeds United","4-2-3-1",2,1.6,"Rodrigo · 20&rsquor; Crysencio Summerville · 90+1&rsquor;","1","0","Fulham","4-2-3-1",3,1.8,"Aleksandar Mitrovic · 26&rsquor; Bobby Reid · 74&rsquor; Willian · 84&rsquor;","1","0","https://fbref.com/en/matches/d7b30e2b/Leeds-United-Fulham-October-23-2022-Premier-League","Fulham","Away",990,3,3,0,0,11,4,1,0,521,16,10,15,1.8,1.8,1.8,20,6,286,405,70.6,15,13,21
"227","Premier League","2022-10-23","Premier League (Matchweek 13)","Southampton","4-4-2",1,0.7,"Stuart Armstrong · 65&rsquor;","2","0","Arsenal","4-3-3",1,1,"Granit Xhaka · 11&rsquor;","1","0","https://fbref.com/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League","Southampton","Home",990,1,1,0,0,10,3,2,0,506,21,3,14,0.7,0.7,0.6,17,2,302,404,74.8,19,3,9
"228","Premier League","2022-10-23","Premier League (Matchweek 13)","Southampton","4-4-2",1,0.7,"Stuart Armstrong · 65&rsquor;","2","0","Arsenal","4-3-3",1,1,"Granit Xhaka · 11&rsquor;","1","0","https://fbref.com/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League","Arsenal","Away",990,1,1,0,0,12,3,1,0,691,16,7,8,1,1,0.8,23,2,494,582,84.9,45,3,12
"229","Premier League","2022-10-23","Premier League (Matchweek 13)","Tottenham Hotspur","3-5-2",1,1.6,"Harry Kane · 54&rsquor;","4","0","Newcastle United","4-3-3",2,1.2,"Callum Wilson · 31&rsquor; Miguel Almirón · 40&rsquor;","2","0","https://fbref.com/en/matches/ae21490f/Tottenham-Hotspur-Newcastle-United-October-23-2022-Premier-League","Tottenham Hotspur","Home",990,1,1,0,0,17,4,4,0,628,18,7,9,1.7,1.7,1.6,29,2,397,511,77.7,30,8,18
"230","Premier League","2022-10-23","Premier League (Matchweek 13)","Tottenham Hotspur","3-5-2",1,1.6,"Harry Kane · 54&rsquor;","4","0","Newcastle United","4-3-3",2,1.2,"Callum Wilson · 31&rsquor; Miguel Almirón · 40&rsquor;","2","0","https://fbref.com/en/matches/ae21490f/Tottenham-Hotspur-Newcastle-United-October-23-2022-Premier-League","Newcastle United","Away",990,2,1,0,0,13,5,2,0,585,16,7,23,1.2,1.2,0.9,20,3,362,459,78.9,19,5,14
"231","Premier League","2022-10-24","Premier League (Matchweek 13)","West Ham United","4-2-3-1",2,1.9,"Kurt Zouma · 45&rsquor; Saïd Benrahma (P) · 90+2&rsquor;","0","0","Bournemouth","4-2-3-1",0,0.4,"","2","0","https://fbref.com/en/matches/e9d1a18b/West-Ham-United-Bournemouth-October-24-2022-Premier-League","West Ham United","Home",990,2,1,1,1,19,3,0,0,653,22,8,3,1.9,1.1,0.9,36,3,458,556,82.4,33,9,16
"232","Premier League","2022-10-24","Premier League (Matchweek 13)","West Ham United","4-2-3-1",2,1.9,"Kurt Zouma · 45&rsquor; Saïd Benrahma (P) · 90+2&rsquor;","0","0","Bournemouth","4-2-3-1",0,0.4,"","2","0","https://fbref.com/en/matches/e9d1a18b/West-Ham-United-Bournemouth-October-24-2022-Premier-League","Bournemouth","Away",990,0,0,0,0,5,3,2,0,574,21,6,12,0.4,0.4,0.3,8,0,379,463,81.9,19,6,13
"233","Premier League","2022-10-29","Premier League (Matchweek 14)","Leicester City","3-4-3",0,0.7,"","0","0","Manchester City","4-3-3",1,1,"Kevin De Bruyne · 49&rsquor;","0","0","https://fbref.com/en/matches/96b9ae4e/Leicester-City-Manchester-City-October-29-2022-Premier-League","Leicester City","Home",990,0,0,0,0,10,5,0,0,506,12,3,17,0.7,0.7,0.7,16,0,334,415,80.5,16,3,7
"234","Premier League","2022-10-29","Premier League (Matchweek 14)","Leicester City","3-4-3",0,0.7,"","0","0","Manchester City","4-3-3",1,1,"Kevin De Bruyne · 49&rsquor;","0","0","https://fbref.com/en/matches/96b9ae4e/Leicester-City-Manchester-City-October-29-2022-Premier-League","Manchester City","Away",990,1,0,0,0,15,5,0,0,815,7,6,6,1,1,0.9,28,2,649,742,87.5,34,3,11
"235","Premier League","2022-10-29","Premier League (Matchweek 14)","Brentford","4-3-3",1,1.4,"Ben Mee · 50&rsquor;","3","0","Wolverhampton Wanderers","4-2-3-1",1,0.6,"Rúben Neves · 52&rsquor; Diego Costa · 90+7&rsquor;","3","1","https://fbref.com/en/matches/41e403d3/Brentford-Wolverhampton-Wanderers-October-29-2022-Premier-League","Brentford","Home",990,1,1,0,0,12,3,3,0,570,17,5,9,1.4,1.4,0.9,20,2,364,467,77.9,19,9,15
"236","Premier League","2022-10-29","Premier League (Matchweek 14)","Brentford","4-3-3",1,1.4,"Ben Mee · 50&rsquor;","3","0","Wolverhampton Wanderers","4-2-3-1",1,0.6,"Rúben Neves · 52&rsquor; Diego Costa · 90+7&rsquor;","3","1","https://fbref.com/en/matches/41e403d3/Brentford-Wolverhampton-Wanderers-October-29-2022-Premier-League","Wolverhampton Wanderers","Away",989,1,1,0,0,13,4,3,1,464,17,8,14,0.6,0.6,0.5,20,2,247,341,72.4,23,8,22
"237","Premier League","2022-10-29","Premier League (Matchweek 14)","Crystal Palace","4-3-3",1,0.9,"Odsonne Édouard · 38&rsquor;","3","0","Southampton","3-5-2",0,1.3,"","3","0","https://fbref.com/en/matches/4be07239/Crystal-Palace-Southampton-October-29-2022-Premier-League","Crystal Palace","Home",990,1,1,0,0,12,3,3,0,562,23,4,13,0.9,0.9,0.7,24,2,309,440,70.2,33,8,18
"238","Premier League","2022-10-29","Premier League (Matchweek 14)","Crystal Palace","4-3-3",1,0.9,"Odsonne Édouard · 38&rsquor;","3","0","Southampton","3-5-2",0,1.3,"","3","0","https://fbref.com/en/matches/4be07239/Crystal-Palace-Southampton-October-29-2022-Premier-League","Southampton","Away",990,0,0,0,0,14,4,3,0,670,20,6,10,1.3,1.3,1.3,28,0,432,554,78,33,5,18
"239","Premier League","2022-10-29","Premier League (Matchweek 14)","Newcastle United","4-3-3",4,3.4,"Callum Wilson (P) · 45+6&rsquor; Callum Wilson · 56&rsquor; Joelinton · 59&rsquor; Miguel Almirón · 67&rsquor;","1","0","Aston Villa","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/96f5ee84/Newcastle-United-Aston-Villa-October-29-2022-Premier-League","Newcastle United","Home",990,4,2,1,1,19,6,1,0,654,15,6,11,3.5,2.7,1.9,35,6,446,567,78.7,39,3,13
"240","Premier League","2022-10-29","Premier League (Matchweek 14)","Newcastle United","4-3-3",4,3.4,"Callum Wilson (P) · 45+6&rsquor; Callum Wilson · 56&rsquor; Joelinton · 59&rsquor; Miguel Almirón · 67&rsquor;","1","0","Aston Villa","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/96f5ee84/Newcastle-United-Aston-Villa-October-29-2022-Premier-League","Aston Villa","Away",990,0,0,0,0,3,0,1,0,492,19,11,14,0.4,0.4,0.4,6,0,284,391,72.6,11,4,12
"241","Premier League","2022-10-29","Premier League (Matchweek 14)","Brighton & Hove Albion","4-2-3-1",4,2.4,"Leandro Trossard · 5&rsquor; Ruben Loftus-Cheek (OG) · 14&rsquor; Trevoh Chalobah (OG) · 42&rsquor; Pascal Groß · 90+2&rsquor;","1","0","Chelsea","3-4-3",1,1.4,"Kai Havertz · 48&rsquor;","2","0","https://fbref.com/en/matches/ac6abad1/Brighton-and-Hove-Albion-Chelsea-October-29-2022-Premier-League","Brighton & Hove Albion","Home",990,2,1,0,0,19,7,1,0,517,18,6,19,2.5,2.5,2.1,30,2,299,387,77.3,20,6,10
"242","Premier League","2022-10-29","Premier League (Matchweek 14)","Brighton & Hove Albion","4-2-3-1",4,2.4,"Leandro Trossard · 5&rsquor; Ruben Loftus-Cheek (OG) · 14&rsquor; Trevoh Chalobah (OG) · 42&rsquor; Pascal Groß · 90+2&rsquor;","1","0","Chelsea","3-4-3",1,1.4,"Kai Havertz · 48&rsquor;","2","0","https://fbref.com/en/matches/ac6abad1/Brighton-and-Hove-Albion-Chelsea-October-29-2022-Premier-League","Chelsea","Away",990,1,1,0,0,15,7,2,0,679,8,7,13,1.4,1.4,1.1,27,2,473,559,84.6,32,1,13
"243","Premier League","2022-10-29","Premier League (Matchweek 14)","Bournemouth","3-5-1-1",2,0.5,"Kieffer Moore · 22&rsquor; Kieffer Moore · 49&rsquor;","1","0","Tottenham Hotspur","3-5-2",3,2,"Ryan Sessegnon · 57&rsquor; Ben Davies · 73&rsquor; Rodrigo Bentancur · 90+2&rsquor;","2","0","https://fbref.com/en/matches/dcb3b971/Bournemouth-Tottenham-Hotspur-October-29-2022-Premier-League","Bournemouth","Home",990,2,2,0,0,6,4,1,0,449,18,7,10,0.5,0.5,0.5,11,4,241,317,76,14,0,7
"244","Premier League","2022-10-29","Premier League (Matchweek 14)","Bournemouth","3-5-1-1",2,0.5,"Kieffer Moore · 22&rsquor; Kieffer Moore · 49&rsquor;","1","0","Tottenham Hotspur","3-5-2",3,2,"Ryan Sessegnon · 57&rsquor; Ben Davies · 73&rsquor; Rodrigo Bentancur · 90+2&rsquor;","2","0","https://fbref.com/en/matches/dcb3b971/Bournemouth-Tottenham-Hotspur-October-29-2022-Premier-League","Tottenham Hotspur","Away",990,3,2,0,0,23,7,2,0,797,16,6,10,2.1,2.1,1.6,43,5,594,704,84.4,49,7,16
"245","Premier League","2022-10-29","Premier League (Matchweek 14)","Fulham","4-2-3-1",0,1.9,"","2","0","Everton","4-2-3-1",0,0.9,"","1","0","https://fbref.com/en/matches/9c4402e1/Fulham-Everton-October-29-2022-Premier-League","Fulham","Home",990,0,0,0,0,24,6,2,0,614,12,3,11,1.9,1.9,1.3,47,0,426,528,80.7,25,5,14
"246","Premier League","2022-10-29","Premier League (Matchweek 14)","Fulham","4-2-3-1",0,1.9,"","2","0","Everton","4-2-3-1",0,0.9,"","1","0","https://fbref.com/en/matches/9c4402e1/Fulham-Everton-October-29-2022-Premier-League","Everton","Away",990,0,0,0,0,9,4,1,0,528,15,6,16,0.9,0.9,0.8,16,0,322,413,78,14,6,10
"247","Premier League","2022-10-29","Premier League (Matchweek 14)","Liverpool","4-1-2-1-2",1,1.7,"Mohamed Salah · 14&rsquor;","0","0","Leeds United","4-2-3-1",2,1.8,"Rodrigo · 4&rsquor; Crysencio Summerville · 89&rsquor;","1","0","https://fbref.com/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League","Liverpool","Home",990,1,1,0,0,22,10,0,0,873,17,9,17,1.7,1.7,1.7,40,2,591,745,79.3,59,12,24
"248","Premier League","2022-10-29","Premier League (Matchweek 14)","Liverpool","4-1-2-1-2",1,1.7,"Mohamed Salah · 14&rsquor;","0","0","Leeds United","4-2-3-1",2,1.8,"Rodrigo · 4&rsquor; Crysencio Summerville · 89&rsquor;","1","0","https://fbref.com/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League","Leeds United","Away",990,2,1,0,0,14,6,1,0,519,21,10,19,1.8,1.8,0.8,25,2,224,358,62.6,27,4,12
"249","Premier League","2022-10-30","Premier League (Matchweek 14)","Arsenal","4-3-3",5,2.3,"Martinelli · 5&rsquor; Reiss Nelson · 49&rsquor; Reiss Nelson · 52&rsquor; Thomas Partey · 57&rsquor; Martin Ødegaard · 78&rsquor;","0","0","Nottingham Forest","4-3-3",0,0.4,"","1","0","https://fbref.com/en/matches/1b496cc1/Arsenal-Nottingham-Forest-October-30-2022-Premier-League","Arsenal","Home",990,5,4,0,0,24,9,0,0,763,14,7,7,2.3,2.3,2.1,43,9,580,667,87,42,1,7
"250","Premier League","2022-10-30","Premier League (Matchweek 14)","Arsenal","4-3-3",5,2.3,"Martinelli · 5&rsquor; Reiss Nelson · 49&rsquor; Reiss Nelson · 52&rsquor; Thomas Partey · 57&rsquor; Martin Ødegaard · 78&rsquor;","0","0","Nottingham Forest","4-3-3",0,0.4,"","1","0","https://fbref.com/en/matches/1b496cc1/Arsenal-Nottingham-Forest-October-30-2022-Premier-League","Nottingham Forest","Away",990,0,0,0,0,5,2,1,0,430,25,5,20,0.4,0.4,0.1,3,0,226,306,73.9,9,4,14
"251","Premier League","2022-10-30","Premier League (Matchweek 14)","Manchester United","4-2-3-1",1,1.2,"Marcus Rashford · 38&rsquor;","1","0","West Ham United","4-2-3-1",0,1.1,"","3","0","https://fbref.com/en/matches/cd0f59f6/Manchester-United-West-Ham-United-October-30-2022-Premier-League","Manchester United","Home",990,1,1,0,0,16,3,1,0,646,18,7,14,1.2,1.2,1.1,29,2,422,521,81,26,6,15
"252","Premier League","2022-10-30","Premier League (Matchweek 14)","Manchester United","4-2-3-1",1,1.2,"Marcus Rashford · 38&rsquor;","1","0","West Ham United","4-2-3-1",0,1.1,"","3","0","https://fbref.com/en/matches/cd0f59f6/Manchester-United-West-Ham-United-October-30-2022-Premier-League","West Ham United","Away",990,0,0,0,0,13,4,3,0,582,13,8,13,1.1,1.1,1,23,0,369,471,78.3,25,4,17
"253","Premier League","2022-11-05","Premier League (Matchweek 15)","Nottingham Forest","4-3-1-2",2,1.5,"Morgan Gibbs-White · 20&rsquor; Mathias Jørgensen (OG) · 90+6&rsquor;","2","0","Brentford","4-3-3",2,1.5,"Bryan Mbeumo (P) · 45+3&rsquor; Yoane Wissa · 75&rsquor;","2","0","https://fbref.com/en/matches/12251835/Nottingham-Forest-Brentford-November-5-2022-Premier-League","Nottingham Forest","Home",990,1,1,0,0,15,6,2,0,576,18,5,9,1.5,1.5,1.2,27,2,346,476,72.7,28,5,12
"254","Premier League","2022-11-05","Premier League (Matchweek 15)","Nottingham Forest","4-3-1-2",2,1.5,"Morgan Gibbs-White · 20&rsquor; Mathias Jørgensen (OG) · 90+6&rsquor;","2","0","Brentford","4-3-3",2,1.5,"Bryan Mbeumo (P) · 45+3&rsquor; Yoane Wissa · 75&rsquor;","2","0","https://fbref.com/en/matches/12251835/Nottingham-Forest-Brentford-November-5-2022-Premier-League","Brentford","Away",990,2,1,1,1,5,1,2,0,628,13,4,8,1.5,0.7,0.6,12,4,396,524,75.6,21,3,10
"255","Premier League","2022-11-05","Premier League (Matchweek 15)","Leeds United","4-2-3-1",4,2.2,"Rodrigo (P) · 3&rsquor; Sam Greenwood · 60&rsquor; Liam Cooper · 68&rsquor; Crysencio Summerville · 84&rsquor;","2","0","Bournemouth","4-4-2",3,1.5,"Marcus Tavernier · 7&rsquor; Philip Billing · 19&rsquor; Dominic Solanke · 48&rsquor;","2","0","https://fbref.com/en/matches/63975c3e/Leeds-United-Bournemouth-November-5-2022-Premier-League","Leeds United","Home",990,4,2,1,1,17,3,2,0,624,26,6,12,2.2,1.4,1.3,32,7,394,508,77.6,36,1,8
"256","Premier League","2022-11-05","Premier League (Matchweek 15)","Leeds United","4-2-3-1",4,2.2,"Rodrigo (P) · 3&rsquor; Sam Greenwood · 60&rsquor; Liam Cooper · 68&rsquor; Crysencio Summerville · 84&rsquor;","2","0","Bournemouth","4-4-2",3,1.5,"Marcus Tavernier · 7&rsquor; Philip Billing · 19&rsquor; Dominic Solanke · 48&rsquor;","2","0","https://fbref.com/en/matches/63975c3e/Leeds-United-Bournemouth-November-5-2022-Premier-League","Bournemouth","Away",990,3,2,0,0,9,5,2,0,467,15,7,14,1.5,1.5,1.2,17,6,234,333,70.3,13,7,19
"257","Premier League","2022-11-05","Premier League (Matchweek 15)","Manchester City","4-3-3",2,2.1,"Julián Álvarez · 17&rsquor; João Cancelo · 26&rsquor; Erling Haaland (P) · 90+5&rsquor;","2","1","Fulham","4-2-3-1",1,1,"Andreas Pereira (P) · 28&rsquor;","4","0","https://fbref.com/en/matches/6ef27b3c/Manchester-City-Fulham-November-5-2022-Premier-League","Manchester City","Home",925,2,1,1,1,15,4,2,1,851,16,5,6,2.1,1.3,1.2,32,4,682,767,88.9,34,5,22
"258","Premier League","2022-11-05","Premier League (Matchweek 15)","Manchester City","4-3-3",2,2.1,"Julián Álvarez · 17&rsquor; João Cancelo · 26&rsquor; Erling Haaland (P) · 90+5&rsquor;","2","1","Fulham","4-2-3-1",1,1,"Andreas Pereira (P) · 28&rsquor;","4","0","https://fbref.com/en/matches/6ef27b3c/Manchester-City-Fulham-November-5-2022-Premier-League","Fulham","Away",990,1,0,1,1,3,1,4,0,420,15,5,14,1,0.2,0.2,7,2,253,321,78.8,17,0,12
"259","Premier League","2022-11-05","Premier League (Matchweek 15)","Wolverhampton Wanderers","4-3-3",2,1.2,"Gonçalo Guedes · 12&rsquor; Rúben Neves (P) · 35&rsquor; Nélson Semedo · 45+5&rsquor;","2","1","Brighton & Hove Albion","4-2-3-1",3,1.5,"Adam Lallana · 10&rsquor; Kaoru Mitoma · 44&rsquor; Pascal Groß · 83&rsquor;","0","0","https://fbref.com/en/matches/982d16a2/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-November-5-2022-Premier-League","Wolverhampton Wanderers","Home",944,2,1,1,1,7,4,2,1,379,18,7,15,1.2,0.4,0.4,13,2,204,282,72.3,13,4,15
"260","Premier League","2022-11-05","Premier League (Matchweek 15)","Wolverhampton Wanderers","4-3-3",2,1.2,"Gonçalo Guedes · 12&rsquor; Rúben Neves (P) · 35&rsquor; Nélson Semedo · 45+5&rsquor;","2","1","Brighton & Hove Albion","4-2-3-1",3,1.5,"Adam Lallana · 10&rsquor; Kaoru Mitoma · 44&rsquor; Pascal Groß · 83&rsquor;","0","0","https://fbref.com/en/matches/982d16a2/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-November-5-2022-Premier-League","Brighton & Hove Albion","Away",990,3,2,0,0,19,8,0,0,775,15,5,6,1.6,1.6,0.9,33,6,618,696,88.8,40,8,17
"261","Premier League","2022-11-05","Premier League (Matchweek 15)","Everton","4-3-3",0,1.2,"","0","0","Leicester City","4-1-4-1",2,2.3,"Youri Tielemans · 45&rsquor; Harvey Barnes · 86&rsquor;","0","0","https://fbref.com/en/matches/831c73fc/Everton-Leicester-City-November-5-2022-Premier-League","Everton","Home",990,0,0,0,0,12,2,0,0,635,14,11,9,1.2,1.2,1.1,21,0,421,534,78.8,19,3,9
"262","Premier League","2022-11-05","Premier League (Matchweek 15)","Everton","4-3-3",0,1.2,"","0","0","Leicester City","4-1-4-1",2,2.3,"Youri Tielemans · 45&rsquor; Harvey Barnes · 86&rsquor;","0","0","https://fbref.com/en/matches/831c73fc/Everton-Leicester-City-November-5-2022-Premier-League","Leicester City","Away",990,2,2,0,0,22,8,0,0,681,13,11,12,2.4,2.4,2.1,39,4,472,566,83.4,33,6,12
"263","Premier League","2022-11-06","Premier League (Matchweek 15)","Chelsea","4-2-3-1",0,0.3,"","5","0","Arsenal","4-3-3",1,2.1,"Gabriel Dos Santos · 63&rsquor;","2","0","https://fbref.com/en/matches/af9dc838/North-West-London-Derby-Chelsea-Arsenal-November-6-2022-Premier-League","Chelsea","Home",990,0,0,0,0,5,1,5,0,503,24,9,13,0.3,0.3,0.2,6,0,284,400,71,16,3,10
"264","Premier League","2022-11-06","Premier League (Matchweek 15)","Chelsea","4-2-3-1",0,0.3,"","5","0","Arsenal","4-3-3",1,2.1,"Gabriel Dos Santos · 63&rsquor;","2","0","https://fbref.com/en/matches/af9dc838/North-West-London-Derby-Chelsea-Arsenal-November-6-2022-Premier-League","Arsenal","Away",990,1,1,0,0,14,2,2,0,612,17,9,10,2.3,2.3,1.7,24,2,388,494,78.5,37,8,19
"265","Premier League","2022-11-06","Premier League (Matchweek 15)","West Ham United","4-2-3-1",1,0.3,"Saïd Benrahma · 20&rsquor;","1","0","Crystal Palace","4-3-3",2,1,"Wilfried Zaha · 41&rsquor; Michael Olise · 90+4&rsquor;","1","0","https://fbref.com/en/matches/2586fb04/West-Ham-United-Crystal-Palace-November-6-2022-Premier-League","West Ham United","Home",990,1,1,0,0,5,2,1,0,548,16,9,13,0.3,0.3,0.2,6,2,363,459,79.1,21,2,11
"266","Premier League","2022-11-06","Premier League (Matchweek 15)","West Ham United","4-2-3-1",1,0.3,"Saïd Benrahma · 20&rsquor;","1","0","Crystal Palace","4-3-3",2,1,"Wilfried Zaha · 41&rsquor; Michael Olise · 90+4&rsquor;","1","0","https://fbref.com/en/matches/2586fb04/West-Ham-United-Crystal-Palace-November-6-2022-Premier-League","Crystal Palace","Away",990,2,2,0,0,15,6,1,0,717,13,4,9,1,1,0.8,29,4,536,628,85.4,31,8,18
"267","Premier League","2022-11-06","Premier League (Matchweek 15)","Southampton","4-2-3-1",1,1.7,"Romain Perraud · 89&rsquor;","1","0","Newcastle United","4-3-3",4,0.9,"Miguel Almirón · 35&rsquor; Chris Wood · 58&rsquor; Joe Willock · 62&rsquor; Bruno Guimarães · 90+1&rsquor;","0","0","https://fbref.com/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League","Southampton","Home",990,1,1,0,0,16,5,1,0,636,21,13,9,1.7,1.7,1.7,29,2,386,519,74.4,30,13,21
"268","Premier League","2022-11-06","Premier League (Matchweek 15)","Southampton","4-2-3-1",1,1.7,"Romain Perraud · 89&rsquor;","1","0","Newcastle United","4-3-3",4,0.9,"Miguel Almirón · 35&rsquor; Chris Wood · 58&rsquor; Joe Willock · 62&rsquor; Bruno Guimarães · 90+1&rsquor;","0","0","https://fbref.com/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League","Newcastle United","Away",990,4,3,0,0,7,4,0,0,527,15,4,16,0.9,0.9,0.6,13,7,290,420,69,23,2,15
"269","Premier League","2022-11-06","Premier League (Matchweek 15)","Aston Villa","4-2-2-2",3,0.6,"Leon Bailey · 7&rsquor; Lucas Digne · 11&rsquor; Jacob Ramsey · 49&rsquor;","3","0","Manchester United","4-2-3-1",1,0.5,"Jacob Ramsey (OG) · 45&rsquor;","3","0","https://fbref.com/en/matches/6638574f/Aston-Villa-Manchester-United-November-6-2022-Premier-League","Aston Villa","Home",990,3,2,0,0,6,4,3,0,540,16,15,14,0.6,0.6,0.6,11,5,351,425,82.6,17,2,14
"270","Premier League","2022-11-06","Premier League (Matchweek 15)","Aston Villa","4-2-2-2",3,0.6,"Leon Bailey · 7&rsquor; Lucas Digne · 11&rsquor; Jacob Ramsey · 49&rsquor;","3","0","Manchester United","4-2-3-1",1,0.5,"Jacob Ramsey (OG) · 45&rsquor;","3","0","https://fbref.com/en/matches/6638574f/Aston-Villa-Manchester-United-November-6-2022-Premier-League","Manchester United","Away",990,0,0,0,0,8,3,3,0,666,16,9,8,0.5,0.5,0.3,14,0,494,596,82.9,39,3,13
"271","Premier League","2022-11-06","Premier League (Matchweek 15)","Tottenham Hotspur","5-3-2",1,1.2,"Harry Kane · 70&rsquor;","0","0","Liverpool","4-1-2-1-2",2,1.2,"Mohamed Salah · 11&rsquor; Mohamed Salah · 40&rsquor;","0","0","https://fbref.com/en/matches/2954504d/Tottenham-Hotspur-Liverpool-November-6-2022-Premier-League","Tottenham Hotspur","Home",990,1,1,0,0,14,5,0,0,691,15,13,18,1.2,1.2,0.9,25,2,457,575,79.5,37,8,14
"272","Premier League","2022-11-06","Premier League (Matchweek 15)","Tottenham Hotspur","5-3-2",1,1.2,"Harry Kane · 70&rsquor;","0","0","Liverpool","4-1-2-1-2",2,1.2,"Mohamed Salah · 11&rsquor; Mohamed Salah · 40&rsquor;","0","0","https://fbref.com/en/matches/2954504d/Tottenham-Hotspur-Liverpool-November-6-2022-Premier-League","Liverpool","Away",990,2,1,0,0,13,6,0,0,774,14,11,7,1.2,1.2,0.8,24,4,536,652,82.2,26,4,14
